Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
Cooking Essentials,Saffola Veggie Twist Masala Oats,19500,12,2,17100,500,FALSE,500
Cooking Essentials,Popular Essentials Urad Dal Split (Un-Polished),8500,9,5,7700,500,FALSE,500
Cooking Essentials,Weikfield Baking Powder,2200,0,6,2200,50,FALSE,50
Cooking Essentials,Popular Essentials Bajra Whole,6500,13,6,5600,1000,FALSE,1
Cooking Essentials,Weikfield Veg Jelly Crystals - Strawberry,4500,2,6,4400,90,FALSE,90
Cooking Essentials,Weikfield Veg Jelly Crystals - Raspberry,4500,2,6,4400,90,FALSE,90
Cooking Essentials,Popular Essentials Masoor Dal Split (Un-Polished),7000,10,4,6300,500,FALSE,500
Cooking Essentials,Popular Essentials Ajwain Whole,5000,12,2,4400,100,FALSE,100
Cooking Essentials,Popular Essentials Pista Salted (With Shell),47000,21,5,37100,250,FALSE,250
Cooking Essentials,The Bake Shop Bread Crumbs,5000,6,3,4700,400,FALSE,400
Cooking Essentials,Popular Essentials Horse Gram,4000,10,4,3600,500,FALSE,500
Cooking Essentials,Hershey's Chocolate Syrup,9500,0,4,9500,200,FALSE,200
Cooking Essentials,Godrej Yummiez Chilli Chicken Sausages ,16000,10,3,14400,250,FALSE,250
Cooking Essentials,Everest Kasuri Methi,2500,0,6,2500,25,FALSE,25
Cooking Essentials,Satyam Makhana,20800,0,6,20800,100,FALSE,100
Cooking Essentials,Everest Tandoori Chicken Masala,3900,2,5,3800,50,FALSE,50
Cooking Essentials,Weikfield Falooda Mix - Kesar Pista,4900,2,3,4800,200,FALSE,200
Cooking Essentials,Weikfield Cocoa Powder,7000,7,6,6500,50,FALSE,50
Cooking Essentials,Pantai Coconut Cream,15000,4,4,14300,400,FALSE,400
Cooking Essentials,Popular Essentials Coriander Seeds,1500,0,5,1500,50,FALSE,50
Cooking Essentials,Ching's Singapore Curry Instant Noodles,6000,0,4,6000,240,FALSE,240
Cooking Essentials,Eastern Fish Masala,4800,2,5,4700,100,FALSE,100
Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,27500,0,6,27500,5000,FALSE,5
Cooking Essentials,"Oleev Smart Oil Fortified with VIT A, D, E & K (Pouch)",21500,9,4,19400,1000,FALSE,1
Cooking Essentials,Everest Dry Ginger Powder,7500,9,4,6800,100,FALSE,100
Cooking Essentials,Pillsbury Cooker Cake Mix - Choco,10000,11,6,8900,159,FALSE,159
Cooking Essentials,Hersheys Chocolate Almond Syrup,20000,0,2,20000,450,FALSE,450
Cooking Essentials,Satyam Nighties Spices  Chilli Pandi,5600,7,5,5200,100,FALSE,100
Cooking Essentials,Popular Essentials Popular Essential Pista Salted (With Shell),19000,10,6,17100,100,FALSE,100
Cooking Essentials,Godrej Yummiez Chicken Punjabi Tikka ,29500,9,6,26600,360,FALSE,360
Cooking Essentials,Popular Essentials Rozana Sona Masuri Raw Rice,35000,10,5,31200,5000,FALSE,5
Cooking Essentials,24 Mantra Mustard Oil (Cold Pressed) ,35000,10,6,31200,1000,FALSE,1
Cooking Essentials,24 Mantra Organic Black Pepper,17000,7,6,15700,100,FALSE,100
Cooking Essentials,Popular Essentials Green Moong Whole,9000,16,3,7500,500,FALSE,500
Cooking Essentials,24 Mantra Organic Masoor Dal - Split,9500,7,6,8800,500,FALSE,500
Cooking Essentials,Praakritik Organic Natural Rock Salt,6000,6,3,5600,500,FALSE,500
Cooking Essentials,24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle,39000,11,5,34700,1000,FALSE,1
Cooking Essentials,"Ching's Secret Instant Noodles, Hot Garlic",6000,0,4,6000,240,FALSE,240
Cooking Essentials,Saffola Everyday Peppy Tomato Masala Oats,19500,12,6,17100,500,FALSE,500
Cooking Essentials,Dabur 100% Pure Honey - Worlds No.1,43000,10,6,38700,1000,FALSE,1
Cooking Essentials,Popular Essentials Star Anise,7000,10,5,6300,25,FALSE,25
Cooking Essentials,Ching's Secret Chicken 65 Masala - Chicken,1000,0,5,1000,20,FALSE,20
Cooking Essentials,Cadbury Cocoa Powder,22300,5,6,21100,150,FALSE,150
Cooking Essentials,Praakritik Natural Desi Gir Cow A2 Ghee,145000,10,6,130500,540,FALSE,540
Cooking Essentials,Praakritik Organic Poha,12000,6,5,11200,500,FALSE,500
Cooking Essentials,Praakritik Organic Natural Wild Forest Honey,16000,6,4,15000,200,FALSE,200
Cooking Essentials,Popular Essentials Dry Dates (Kharak),14000,15,6,11800,250,FALSE,250
Cooking Essentials,Popular Essentials Kashmiri Red Rajma,9500,6,4,8900,500,FALSE,500
Cooking Essentials,Dabur Hommade - Garlic Paste,5000,6,6,4700,200,FALSE,200
Cooking Essentials,Dabur 100% Pure Honey,33000,10,1,29700,400,FALSE,400
Cooking Essentials,Ching's Schezwan Fried Rice(Miracle Masala),4400,0,5,4400,60,FALSE,60
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala""",3500,2,1,3400,40,FALSE,40
Cooking Essentials,Everest Tandoori Chicken Masala,7400,9,3,6700,100,FALSE,100
Cooking Essentials,Popular Essentials Red Poha,4500,4,6,4300,500,FALSE,500
Cooking Essentials,Everest Kitchen King Masala,14200,9,6,12800,200,FALSE,200
Cooking Essentials,Pillsbury Oven Cake Mix - Rich Chocolate,16500,10,5,14700,285,FALSE,285
Cooking Essentials,Eastern Super Garam Masala,7400,6,2,6900,200,FALSE,200
Cooking Essentials,Maggi Magic Cubes Extra Chicken,4000,2,6,3900,48,FALSE,48
Cooking Essentials,Satyam Nighties Spices  Chilli Kashmiri,10200,6,6,9500,100,FALSE,100
Cooking Essentials,Eastern Cumin Powder,4900,2,6,4800,100,FALSE,100
Cooking Essentials,Popular Essentials Urad Gola White(Un-Polished),9000,10,6,8100,500,FALSE,500
Cooking Essentials,24 Mantra Organic Chana Dal,9500,6,5,8900,500,FALSE,500
Cooking Essentials,Delight Nuts Cashew Roasted & Salted,42500,20,6,34000,200,FALSE,200
Cooking Essentials,Popular Essentials Mace/Javitri,9000,10,3,8100,20,FALSE,20
Cooking Essentials,Dlicia Whip Topping Bottle,23500,27,5,17100,1000,FALSE,1
Cooking Essentials,Mother's Recipe Paste Ginger & Garlic,7600,10,4,6800,300,FALSE,300
Cooking Essentials,24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle,41000,10,6,36900,1000,FALSE,1
Cooking Essentials,Satyam Pulses Masur Dal,8700,6,6,8100,500,FALSE,500
Cooking Essentials,Delight Nuts Pista Roasted & Salted,42500,20,6,34000,200,FALSE,200
Cooking Essentials,"Top Ramen Noodles, Atta",8000,0,1,8000,280,FALSE,280
Cooking Essentials,Hershey's Cocoa Powder,9500,0,5,9500,70,FALSE,70
Cooking Essentials,Praakritik Organic Singhara Atta,24000,6,4,22500,500,FALSE,500
Cooking Essentials,Gits Veg Biryani Ready to Eat,11000,10,6,9900,265,FALSE,265
Cooking Essentials,Delight Nuts Cranberries Sliced ,29900,20,6,23900,200,FALSE,200
Cooking Essentials,Borges Durum Wheat Pasta Superior Quality,25000,40,6,14900,500,FALSE,500
Cooking Essentials,Ceres Foods Laal Maas Instant Liquid Masala,22000,50,5,11000,200,FALSE,200
Cooking Essentials,Popular Essentials Sattu Atta,9000,12,3,7900,500,FALSE,500
Cooking Essentials,Popular Essentials Mustard Seeds Rai Yellow,2500,0,5,2500,100,FALSE,100
Cooking Essentials,Praakritik Organic Extra Virgin Coconut Oil,15000,10,5,13400,100,FALSE,100
Cooking Essentials,Praakritik Organic Garlic Powder,11000,1,5,10800,100,FALSE,100
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner ,12500,5,6,11800,100,FALSE,100
Cooking Essentials,Aashirvaad Breakfast Instant Mix - Rice Idli,7500,30,6,5200,200,FALSE,200
Cooking Essentials,Kitchens Of India Mutter Paneer,13000,4,6,12400,285,FALSE,285
Cooking Essentials,Ching's Secret Veg Manchurian Masala,4400,0,6,4400,60,FALSE,60
Cooking Essentials,Popular Essentials Jowa Flour,5000,2,5,4900,500,FALSE,500
Cooking Essentials,Everest Shahi Biryani Masala,24500,0,6,24500,200,FALSE,200
Cooking Essentials,Popular Essentials Black Til,5000,6,4,4700,100,FALSE,100
Cooking Essentials,Popular Essentials Pancharatna Dal,8000,10,6,7200,500,FALSE,500
Cooking Essentials,Saffola 100% Pure Honey,47500,8,2,43700,1000,FALSE,750
Cooking Essentials,Popular Essentials Tamarind,15000,14,6,12800,500,FALSE,500
Cooking Essentials,Gits Rice Dosa Instant Breakfast Mix,6000,5,5,5700,200,FALSE,200
Cooking Essentials,Popular Essentials Poppy Seeds (Gasagase),28000,7,6,26000,100,FALSE,100
Cooking Essentials,Hershey's Hot Chocolate Powder,21000,0,4,21000,250,FALSE,250
Cooking Essentials,Borges Farfalle Durum Wheat Pasta ,25000,0,5,25000,500,FALSE,500
Cooking Essentials,Satyam Chilli  Bedgi,8200,10,5,7300,100,FALSE,100
Cooking Essentials,Aashirvaad Instant Mix - Rice Dosa,7500,30,6,5200,200,FALSE,200
Cooking Essentials,Hershey's Cocoa - Natural Unsweetened,27000,10,4,24300,225,FALSE,225
Cooking Essentials,Weikfield Veg Jelly Crystals - Mango,4500,2,6,4400,90,FALSE,90
Cooking Essentials,Praakritik Orrganic Cold Pressed Sesame Oil,13000,10,5,11700,100,FALSE,100
Cooking Essentials,Amulya Dairy Whitener ,38000,2,4,37200,1000,FALSE,1
Cooking Essentials,ITC Master Chef Hyderabadi Biryani,7500,30,5,5200,80,FALSE,80
Cooking Essentials,Flying Bird Butter Scotch Essence,5000,2,6,4900,20,FALSE,20
Cooking Essentials,Dabur Hommade - Ginger Paste,5000,6,6,4700,200,FALSE,200
Cooking Essentials,Popular Essentials Green Peas (Un-Polished),12000,10,5,10800,500,FALSE,500
Cooking Essentials,Quaker Oats Pouch,27600,10,6,24800,1500,FALSE,1
Cooking Essentials,24 Mantra Organic Urad White Whole,14500,15,4,12200,500,FALSE,500
Cooking Essentials,Popular Essentials Guntur Chilli Stemless,4000,2,2,3900,100,FALSE,100
Cooking Essentials,Popular Essentials Moth Whole,9000,10,6,8100,500,FALSE,500
Cooking Essentials,Keya Pizza Seasoning,10900,17,6,9000,45,FALSE,45
Cooking Essentials,Keya Piri Piri | Exotic Spices Mix,10900,20,6,8700,80,FALSE,80
Cooking Essentials,24 Mantra Organic Moong Dal,13500,7,6,12500,500,FALSE,500
Cooking Essentials,Betty Crocker French Vanilla Cake Mix,31000,10,6,27600,520,FALSE,520
Cooking Essentials,Delight Nuts Dried Cranberries ,34000,20,6,27200,200,FALSE,200
Cooking Essentials,Everest Kesari Milk Masala,20500,0,2,20500,50,FALSE,50
Cooking Essentials,Tong Garden Salted Cocktail Nuts,29500,9,5,26600,160,FALSE,160
Cooking Essentials,MTR Uttapam Mix,16500,5,6,15600,500,FALSE,500
Cooking Essentials,Gits Khaman Dhokla Instant Snack Mix,6500,6,6,6100,180,FALSE,180
Cooking Essentials,Happilo Premium 100% Natural Whole Cashews,33500,29,6,23500,200,FALSE,200
Cooking Essentials,Everest Dry Mango Powder,8000,0,5,8000,100,FALSE,100
Cooking Essentials,Dabur Hommade - Ginger Garlic Past Tub,11000,5,6,10400,400,FALSE,400
Cooking Essentials,Everest Chicken Masala,14700,10,6,13200,200,FALSE,200
Cooking Essentials,Gits Medu Vada Instant Snack Mix,9000,4,6,8600,200,FALSE,200
Cooking Essentials,Weikfield Drinking Chocolate Powder,6500,10,6,5800,100,FALSE,100
Cooking Essentials,Popular Essentials Regular White Lobia,7000,10,6,6300,500,FALSE,500
Cooking Essentials,Puro Healthy Salt Crystal,13500,7,6,12500,1000,FALSE,1
Cooking Essentials,Popular Essentials Premium Jeera Rice,14000,0,5,14000,1000,FALSE,1
Cooking Essentials,Smith & Jones Shahi Paneer Masala Mix,4400,0,6,4400,60,FALSE,60
Cooking Essentials,Betty Crocker Mug Treats - Chocolate Mix - Pack of 4,20000,11,6,17800,264,FALSE,264
Cooking Essentials,Smith & Jones Pasta Masala,6000,10,5,5400,108,FALSE,108
Cooking Essentials,Catch Black Pepper Sprinkler,10000,0,1,10000,50,FALSE,50
Cooking Essentials,Weikfield Cooker Cake Mix - Chocolate,9500,6,6,8900,150,FALSE,150
Cooking Essentials,ITC Master Chef Butter Chicken,7500,30,6,5200,80,FALSE,80
Cooking Essentials,Masala Oats Masala & Coriander ,19500,9,5,17600,500,FALSE,500
Cooking Essentials,Smith & Jones Mutter Paneer Masala,4200,0,6,4200,60,FALSE,60
Cooking Essentials,Kitchens of India Dal Bukhara Gravy Mix,11000,30,6,7700,285,FALSE,285
Cooking Essentials,Popular Essentials Fried Gram (Bengal Gram),7000,10,6,6300,500,FALSE,500
Cooking Essentials,Gits Jalebi with Maker Dessert Mix,7500,16,6,6300,100,FALSE,100
Cooking Essentials,Popular Essentials Soya Beans ,8000,6,6,7500,500,FALSE,500
Cooking Essentials,24 Mantra Organic Roasted Bengal Gram Dal,10500,7,6,9700,500,FALSE,500
Cooking Essentials,Keya Italian Seasoning,10900,10,6,9800,35,FALSE,35
Cooking Essentials,MTR Idli/Dosa/Chilly Chutney Powder,11500,0,3,11500,200,FALSE,200
Cooking Essentials,Delight Nuts Trail Mix ,39900,25,6,29900,200,FALSE,200
Cooking Essentials,Praakritik Organic Chilka Moong Dal,12000,10,6,10800,500,FALSE,500
Cooking Essentials,Smith & Jones Garlic & Herbs Masala Mix,9900,0,6,9900,75,FALSE,75
Cooking Essentials,Eastern Tamarind,6300,0,6,6300,200,FALSE,200
Cooking Essentials,Tong Garden Wasabi Coated Greenpeas Tin,20000,11,6,17800,180,FALSE,180
Cooking Essentials,Flying Bird Pineapple Artifical Food Essence,5000,2,6,4900,20,FALSE,20
Cooking Essentials,Mother's Recipe Tamarind Paste,5000,2,2,4900,200,FALSE,200
Cooking Essentials,Japanese Choice Udon Noodles,29500,9,6,26600,250,FALSE,250
Cooking Essentials,Pantai Coconut Milk,15000,0,4,15000,400,FALSE,400
Cooking Essentials,Praakritik Organic Masoor Dal,13000,10,6,11600,500,FALSE,500
Cooking Essentials,Popular Essentials Classic Sona Masuri Rice,43000,10,6,38700,5000,FALSE,5
Cooking Essentials,Popular Essentials Salted Murmure ,7000,18,6,5700,400,FALSE,400
Cooking Essentials,Oleev Active Oil (Pouch),26500,9,6,23900,1000,FALSE,1
Cooking Essentials,Delight Nuts Dried Blueberries ,54000,20,6,43200,150,FALSE,150
Cooking Essentials,Popular Essentials Double Beans White,6000,10,6,5400,250,FALSE,250
Cooking Essentials,Delight Nuts Almond Natural ,34900,20,6,27900,200,FALSE,200
Cooking Essentials,Praakritik Organic Jaggery,16000,6,6,15000,900,FALSE,900
Cooking Essentials,Praakritik Organic Raw Sugar,9000,6,6,8400,500,FALSE,500
Cooking Essentials,MTR Masala - Sambar Powder,11500,0,4,11500,200,FALSE,200
Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,17300,6,6,16200,500,FALSE,500
Cooking Essentials,ITC Master Chef Vegetable Biryani Cooking Paste,7500,30,5,5200,80,FALSE,80
Cooking Essentials,Jivana Jaggery,10000,0,2,10000,950,FALSE,950
Cooking Essentials,Praakritik Organic Besan,17000,6,6,15900,500,FALSE,500
Cooking Essentials,MTR Instant Gulab Jamun Mix,19500,9,6,17600,500,FALSE,500
Cooking Essentials,Maggi Magic Cubes Extra Chicken,19900,0,2,19900,240,FALSE,240
Cooking Essentials,On1y Mixed Herbs,9900,0,6,9900,14,FALSE,14
Cooking Essentials,Popular Essentials Urad Gola Black (Un-Polished),8000,10,6,7200,500,FALSE,500
Cooking Essentials,Gits Dessert Mix China Grass Bombay Halwa,5500,0,4,5500,80,FALSE,80
Cooking Essentials,Praakritik Organic Basmati Rice,17000,0,5,17000,500,FALSE,500
Cooking Essentials,Ceres Foods Nalli Nihari Instant Liquid Masala,22000,50,6,11000,200,FALSE,200
Cooking Essentials,Borges Canola Oil Pet Bottle,39900,0,6,39900,1000,FALSE,1
Cooking Essentials,Suhana Biryani Masala,6600,0,6,6600,50,FALSE,50
Cooking Essentials,On1y Black Salt Grinder,9900,0,6,9900,100,FALSE,100
Cooking Essentials,Popular Essentials Nylon Til,4000,2,6,3900,100,FALSE,100
Cooking Essentials,Pillsbury Rich Choco Oven Cake Mix - Egg Free,17000,6,6,15900,270,FALSE,270
Cooking Essentials,Weikfield Tomato Salsa Instant Pasta,2500,0,1,2500,77,FALSE,77
Cooking Essentials,Praakritik Organic Jowar Atta,11000,6,6,10300,500,FALSE,500
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner ,27000,7,6,25100,50,FALSE,50
Cooking Essentials,Epicurea Thai Jasmine Rice,29500,0,4,29500,500,FALSE,500
Cooking Essentials,Yummiez Chicken Garlic Fingers Pouch,25000,0,5,25000,400,FALSE,400
Cooking Essentials,RRO Primio Refined Groundnut (Jar),49000,11,6,43600,2000,FALSE,2
Cooking Essentials,Praakritik Organic Tuvar Dal,14000,0,6,14000,500,FALSE,500
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,18500,5,3,17500,300,FALSE,300
Cooking Essentials,Cantina Beans Mexican Beans,25000,14,6,21300,410,FALSE,410
Cooking Essentials,Pillsbury Oven Cake Mix - Vanilla,17500,10,6,15600,225,FALSE,225
Cooking Essentials,Hershey's Chocolate Milk Booster,20000,0,6,20000,450,FALSE,450
Cooking Essentials,Popular Essentials Byadagi Chilli Stemless,8000,0,6,8000,100,FALSE,100
Cooking Essentials,Suhana Spice Mix - Chicken Biryani,6600,0,6,6600,50,FALSE,50
Cooking Essentials,Praakritik Organic Yellow Moon Dal,13500,0,6,13500,500,FALSE,500
Cooking Essentials,Maggi Magic Cubes Extra Chicken,19900,10,6,17900,240,FALSE,240
Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),105000,0,2,105000,5000,FALSE,5
Cooking Essentials,24 Mantra Sona Masuri Brown Rice,47500,10,6,42300,5000,FALSE,5
Cooking Essentials,24 Mantra Organic Pancharatna Dal - Split,13000,7,6,12000,500,FALSE,500
Cooking Essentials,24 Mantra Organic Cumin Powder,7000,0,6,7000,100,FALSE,100
Cooking Essentials,Popular Essentials Samba Broken Wheat,10000,11,6,8900,500,FALSE,500
Cooking Essentials,Betty Crocker Chocolate Fudge Cake Mix,29500,0,6,29500,475,FALSE,475
Cooking Essentials,Borges Extra Light Olive Oil Bottle ,260000,46,6,139900,2000,FALSE,2
Cooking Essentials,Flying Bird Premium Orange Artificial Food Essence,6000,0,6,6000,20,FALSE,20
Cooking Essentials,Popular Essentials Red Cherry/Gundu Chilli,9500,0,6,9500,100,FALSE,100
Cooking Essentials,Super Saver Kolam Rice Sortex Clean ,70000,10,3,63000,5000,FALSE,5
Cooking Essentials,Flying Bird Food Essence - Kewra,5000,0,6,5000,20,FALSE,20
Cooking Essentials,MTR Vada Breakfast,20000,0,1,20000,500,FALSE,500
Cooking Essentials,On1y Pasta Seasoning,9900,0,6,9900,30,FALSE,30
Cooking Essentials,Praakritik Organic Indrayani Rice,7000,0,6,7000,500,FALSE,500
Cooking Essentials,On1y Pizza Seasoning,9900,0,6,9900,28,FALSE,28
Cooking Essentials,Kitchens of India Mutter Paneer Mix,12000,30,4,8400,285,FALSE,285
Cooking Essentials,Aashirvaad Svasti Cow Ghee Tetra Pack,29500,0,6,29500,500,FALSE,500
Cooking Essentials,Weikfield Cooker Cake Mix - Vanilla,9500,0,6,9500,150,FALSE,150
Cooking Essentials,Praakritik Organic Kapli Wheat Atta,16500,10,6,14700,1000,FALSE,1
Cooking Essentials,Epicurea Sushi Rice,29500,0,6,29500,500,FALSE,500
Cooking Essentials,Sugarfree Natural Green Stevia Leaves Zero Calorie,7500,0,2,7500,100,FALSE,100
Cooking Essentials,Smith & Jones Italian Spices Masala Mix,9900,0,6,9900,75,FALSE,75
Cooking Essentials,Satyam Nighties Spices  Chilli Bore,8900,10,6,8000,100,FALSE,100
Cooking Essentials,Weikfield Veg Jelly Crystals - Orange,4500,2,6,4400,90,FALSE,90
Cooking Essentials,Praakritik Organic Jumbo Rolled Oats,19000,11,6,16900,500,FALSE,500
Cooking Essentials,On1y Sea Salt Grinder,8900,0,6,8900,100,FALSE,100
Cooking Essentials,Delight Nuts Berries Mix ,39900,20,6,31900,200,FALSE,200
Cooking Essentials,Everest Kesari Milk Masala,20500,0,6,20500,50,FALSE,20
Cooking Essentials,Praakritik Organic Ginger Powder,13900,10,6,12500,100,FALSE,100
Cooking Essentials,Suhana Mutton Gravy Mix,4500,0,4,4500,80,FALSE,80
Cooking Essentials,On1y Salad Seasoning Grinder,13900,0,6,13900,45,FALSE,45
Cooking Essentials,Figaro Pure Olive Oil,32500,8,1,29900,200,FALSE,200
Cooking Essentials,Madhur Sugar,6000,6,0,5600,1000,TRUE,1
Cooking Essentials,Amul Fresh Cream,6300,0,0,6300,250,TRUE,250
Cooking Essentials,Madhur Pure And Hygienic Sugar,29500,9,0,26600,5000,TRUE,5
Cooking Essentials,Satyam Poha Jada,3500,8,0,3200,500,TRUE,500
Cooking Essentials,Aashirvaad Superior MP Whole Wheat Atta,5300,1,0,5200,1000,TRUE,1
Cooking Essentials,Fortune Soyabean Oil,21000,13,0,18100,1000,TRUE,1
Cooking Essentials,Maggi Masala Ae Magic,5800,6,0,5400,72,TRUE,72
Cooking Essentials,Aashirvaad Iodised Salt ,2200,13,0,1900,1000,TRUE,1
Cooking Essentials,Maggi 2-Minute Instant Noodles - Masala,4400,0,0,4400,280,TRUE,280
Cooking Essentials,Popular Essentials Phool Makhana (Jumbo Size),15000,14,0,12800,100,TRUE,100
Cooking Essentials,Aashirvaad Atta With Mutigrains,31500,8,0,28700,5000,TRUE,5
Cooking Essentials,Tata Sampann Poha,4400,6,0,4100,500,TRUE,500
Cooking Essentials,Fortune Besan Flour,12000,0,0,12000,1000,TRUE,1
Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),8000,7,0,7400,500,TRUE,500
Cooking Essentials,Everest Tikhalal Hot & Red Chilly Powder,4700,2,0,4600,100,TRUE,100
Cooking Essentials,Popular Essentials Chia Seeds,5000,2,0,4900,100,TRUE,100
Cooking Essentials,Tata Sampann Unpolished Toor Dal/Arhar Dal,17900,1,0,17700,1000,TRUE,200
Cooking Essentials,Everest Coriander Powder,3200,3,0,3100,100,TRUE,100
Cooking Essentials,Satyam Thin Poha Patla,3800,7,0,3500,500,TRUE,500
Cooking Essentials,Popular Essentials Sona Masouri Raw Rice,7500,0,0,7500,1000,TRUE,1
Cooking Essentials,Tata Sampann High Protien Chana Dal - Split,6400,0,0,6400,500,TRUE,500
Cooking Essentials,Satyam Singdana ,11900,6,0,11100,500,TRUE,500
Cooking Essentials,Tata Sampann Moong Chilka ,8800,6,0,8200,500,TRUE,500
Cooking Essentials,Tata Sampann High Protien Toor Dal - Split,9100,2,0,8900,500,TRUE,500
Cooking Essentials,Ching's Chow Mein Hakka Noodles Masala,1000,0,0,1000,20,TRUE,20
Cooking Essentials,Everest Chat Masala,6500,9,0,5900,100,TRUE,100
Cooking Essentials,Popular Essentials Black Brown Chana (Un-Polished),5500,9,0,5000,500,TRUE,500
Cooking Essentials,Dabur Ginger Garlic Paste,5000,6,0,4700,200,TRUE,200
Cooking Essentials,Ching's Secret Veg Hakka Noodles,10700,0,0,10700,600,TRUE,600
Cooking Essentials,Saffola Oats 100 % Natural,1500,0,0,1500,38,TRUE,38
Cooking Essentials,Everest Kashmiri Lal Chilli Powder,31000,10,0,27900,500,TRUE,500
Cooking Essentials,Popular Essentials Black Raisins Seedless,6000,10,0,5400,100,TRUE,100
